"Protein.Ids","ALM6","ALM7","ALM8","ALM9","ALM10","ALM11","ALM12","ALM13","ALM14","ALM15","ALM16","ALM17","ALM18","ALM19","ALM20","ALM21","ALM22","ALM23","ALM24","ALM25","ALM26","ALM27","ALM28","ALM29","ALM30","ALM31","ALM32","ALM33","ALM34","ALM35","ALM36","ALM37","ALM38","ALM39","ALM40","ALM41","ALM42","ALM43","ALM44","ALM45","ALM46","ALM47"
"Q9H4G0","4223.03","4961.82","3389.62","5682.44","5012.45","5227.95","3501.21","4694.67","4522.16","4806.24","4536.36","4630.9","3447.5","4151.38","5389.11","3330.55","5643.13","2632.2","5266.89","4478.1","5034.8","5867.61","3748.95","5177.12","4714.04","5085.48","8225.35","7302.47","5268.29","5479.21","4679.21","2336.15","4477.66","7659.24","3030.89","3842.98","4442.97","5450.72","5374.14","2493.29","3983.33","3417.22"
"Q9H4G4","7562.54","6093.21","7342.12","7019.78","6196.22","4006.24","6602.44","6104.29","7633.06","5208.88","7155.77","3853.97","4533.71","3501.16","4022.4","8038.92","3652.59","2212.91","7615.71","3881.46","7309.28","6637.66","4918.71","6545.05","9154.5","2845.42","3165.36","5282.24","5404.94","1888.36","2156.17","6574.37","5982.04","3569.93","4252.57","6454.08","2204.21","6765.83","5592.51","7968.07","2934.38","7544.39"
"Q9H4I3","1095.61",NA,"832.882",NA,NA,NA,"636.233",NA,"1065.99",NA,NA,NA,NA,"898.521","2226.7",NA,NA,NA,NA,NA,"1332.05",NA,"832.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1278.51",NA,"868.35","1739.15",NA,NA,NA,NA,"769.087","1347.22"
"Q9H4L4","2797.03","2692","2773.05","1718.58","3534.36","5065.85","3423.12","1605.79","2213.09","3848.17","5224.25","3431.42","3998.67","3739.48","3642.97","4208.64","2854.53","3608","3342.52","4686.39","3106.76","5049.93","2972.67","2660.34","2531.34","4852.54","3693.48","3071.6","2389.63","2084.03","2714.57","2200.37","2833.14","3645.67","3785.05","3626.82","2266.03","3665.58","3590.41","3597.51","4117.62","2463.13"
"Q9H4L5","1175.82","673.558","999.35",NA,"579.929","1311.17","844.281","527.133","664.302","1608.76","988.975",NA,"1616.52","1809.83","926.688","1489.99","731.131","1173.41","934.578","1221.58","513.853","970.943","1550.35","888.005","1298.71","1328.13","1143.3","1109.44","638.018","1028.25","1282.95","1343.12","1875.33","1074.01","1782.93","1278.08","1414.94","1639.99","781.741","794.551","1762.73","825.398"
"Q9H4M9","21804.3","20908.3","27414.7","27118.5","24085.5","22847.3","16983","16998.6","21307.1","16199.9","18858.7","16343.3","21090.8","19226.3","18596.3","20921.4","13226","16488.4","16701.3","19326.4","21641.9","25743.1","20788.5","22295.4","22836.7","20624.9","17432.4","19310.9","15268.6","16410.8","18769.2","20330.5","25155.7","25826.8","20167","19461.4","20141.6","20464.5","14762.9","19471.3","16614.2","22487.7"
"Q9H4X1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"817.893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1113.57",NA,NA,NA,NA,NA,"997.17",NA,NA,"1362.91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9H553","5235.79","5417.17","5934.89","4766.87","5571.14","4350.78","4509.99","4842.24","5332.5","5012.43","5057.06","4800.2","5218.64","7143.84","4666.95","4736.24","5267.07","5010.06","6045.69","6091.93","3549.45","5602.6","6669.19","4387.78","5673.05","5513.68","4521.12","5861.24","5036.72","5319.41","4437.74","5753.18","5700.86","5044.64","6722.51","5038.52","4358.43","6051.26","3914.08","7555.05","4961.91","7057.75"
"Q9H583","154.036","470.263","282.117",NA,"304.157",NA,NA,NA,"180.08","544.916","733.37","1021.51","385.041","302.789","297.077",NA,"776.753","1972.02","381.377","260.301",NA,"372.246","302.128",NA,"158.477","796.799","690.627","1032.27","784.222","1175.27","959.761",NA,NA,"686.796","260.06",NA,"438.553","255.531","842.661","609.284","371.556",NA
"Q9H5K3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"455.358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9H5N1","2886.64","3698.55","2765.77","2265.33","2760.57","1218.04","1298.73","1308.37","3387.64","2678.71","3575.28","3883.28","3559.23","3693.95","2885.06","3145.15","3640.99","2878.56","1487.11","3168.26","1895.7","2646.98","3838.93","3206.46","3243.29","3558.04","4766.69","2723.99","3231.99","4451.95","5228.76","2981.26","2826.63","3722.32","4605.74","2208.69","3499.08","3209.36","3222.38","1342.81","3484.84","2895.72"
"Q9H5V8","592.984",NA,"1543.94","779.069","715.899",NA,"563.864",NA,"789.659",NA,NA,NA,"434.465","793.48",NA,"1750.68",NA,"337.565",NA,"702.949",NA,NA,"831.256","810.914","743.196",NA,NA,NA,NA,NA,NA,"1890.63",NA,NA,NA,NA,NA,"618.115",NA,"1507.9","732.444","1576.53"
"Q9H694","3007.52","1924.38","2095.69","1475.58","1878.33","2337.08","1932.6","1092.97","2348.8","2100.65","2127.14","1815.47","4234.83","2989.75","2828.77","1229.74","1438.73","1838.03","1516.36","2896.74","2075.2","1755.77","1999.68","1643.6","2925.99","2853.23","2223.41","1711.69","2388.79","1965.18","2328.2","2598.81","1839.36","1834.28","2671.06","2951.7","979.304","1866.85","2292.17","2888.35","2424.64","2893.25"
"Q9H6B4","1997.08","1052.35","2068.42","1786.59","1413.38","1421.96","949.248","1331.59","1907.48","1476.85","1869.38","1205.34","1482.83","1808.24","940.451","1604.54","1861.82","1144.15","1851.7","1238.17","1098.06","805.81","1444.77","1190.64","2961.4","1496.67","1024.73","1859.11","1246.44","730.487","1072.54","1953.44","1250.34","693.002","1441.4","2575.87","1615.56","1465.94","809.085","1314.03","2295.63","1592.76"
"Q9H6E4","459.327",NA,"548.357","792.476","492.406","482.007","501.218","601.33","442.461","261.66",NA,NA,NA,"384.624",NA,"797.914",NA,"317.747","883.71","317.4","741.401",NA,"330.716",NA,"610.732",NA,"318.405","112.712",NA,NA,NA,"1170.31","345.621","189.701","367.894","1003.13","140.831",NA,"247.101",NA,NA,"482.676"
"Q9H6F5","2212.5","2145.95","2060.03","1459.72","2649.78","2358.25","3338.05","2212.2","1878.73","2641.79","1804.64","2110.28","2547.62","2362.11","2074.62","2807.36","2039.51","1730.3","2688.04","1950.55","2254.08","2219.58","1843.39","2127.06","1566","2038.62","2134.89","1708.61","1683.6","4672.85","1634.8","1384.32","2049.24","1586.83","2613.24","1747.03","1764.97","1744.44","2374.15","1474.85","2702.38","2783.26"
"Q9H6R3","1411.19","2609.77","1087.15","930.974","2381.13","2029.12","1571.06","1492.26","1838.47","3023.46","2801.08","4465.87","2337.74","2058.18","2310.08","690.138","3834.93","2257.15","1304.29","2324.37","1851.33","1947.9","2038.04","2140.92","2056.7","3512.72","3465.54","3818.58","1966.73","2618.55","1614.24","1151.83","2214.13","2200.41","1264.13","580.713","3123.99","2455.62","2228.83","1360.87","2411.77","1310.35"
"Q9H6R4","1719.1","2668.94","3741.76","1762.81","3762.09","4843.48","1281.48","2436.87","2292.03","6324.29","9056.94","6374.95","7227.34","5113.58","3803.2","2410.57","5509.67","6935.8","2196.56","4697.38","1352.2","5276.78","4043.23","3460.04","1444.31","4336.82","5031.62","4136.55","3431.99","4188.38","3443.04","1120.89","2409.58","4581.9","2372.74","1748.86","2663.76","5744.79","5200.92","2059.28","2523.68","1491.18"
"Q9H6S3","5321.93","1373.15","4199.94","3767.44","1766.86","1374.26","1400.22","1492.25","4329.6","925.921","1636.12","483.611","1388.13","1797.63","1275.52","3074.4","859.789","267.827","921.072","1993.65","3438.96","1297.08","2568.52","3623.99","3320.92","1219.51","543.322","905.502","572.789",NA,"1122.78","4141.96","5821.27","691.778","5410.02","2415.35","476.059","1206.39","1229.63","2120.97","3087.58","2489.71"
"Q9H6T3","683.489","770.944","327.402","219.779","596.501","822.287",NA,NA,"441.046","919.703","958.563","1257.51","1144.55","634.054","630.022","252.343","1450.4","956.582",NA,"669.655","662.672","1053.47","503.765","535.631","418.178","1037.52","862.699","1114.56","470.835","2075.35","957.845","248.68","394.253","1243.31","395.389",NA,"1209.33","685.822","1410.8","346.345","616.452","400.482"
"Q9H6U6","735.824","105.871","863.722",NA,"325.997",NA,NA,NA,"502.105",NA,NA,NA,NA,NA,"197.065",NA,"132.055",NA,NA,NA,"988.596","124.717","224.56","840.138",NA,NA,"361.798","217.912","407.366","181.672","159.458",NA,"347.108","70.0545",NA,NA,"208.299",NA,NA,NA,"474.731","705.733"
"Q9H6U8",NA,"919.844",NA,NA,NA,"1688.39","745.606",NA,NA,"601.264","1233.37","1294.59","512.992",NA,"982.985",NA,"772.853","403.935",NA,NA,NA,"916.143","984.266",NA,NA,"1375.6","1158.9",NA,"433.446","700.568","475.95",NA,NA,"1351.18","1188.35",NA,"798.356","1379.55",NA,"888.531",NA,NA
"Q9H6X2","8328.43","5271.86","7781.9","5011.28","4281.76","5582.37","3683.95","1671.34","5251.11","3208.87","5658.11","4794.87","6426.19","7208.58","4052.59","6988.87","6310.88","10172.3","3136.18","3946.85","2947.14","6615.5","5423.73","3616.96","4794.73","5312.99","4854.57","2088.81","3223.5","6452.86","3319.12","5652.38","3890.33","4296.15","3386.08","5837.87","3576.44","3292.49","4128.02","8799.37","2735.29","6969.48"
"Q9H6Y2","1552.62",NA,NA,"2732.08","2496.52",NA,NA,NA,"1550.24",NA,NA,NA,NA,"1244.94","980.481",NA,NA,NA,NA,NA,"896.45","853.68","1059.13",NA,NA,NA,NA,NA,"478.833",NA,"1223.5",NA,NA,NA,NA,NA,NA,"1530.31",NA,NA,NA,"1652.88"
"Q9H6Y7","2294.92","2888.55","2546.6","3147.93","3247.13","4657.32","2411.69","2986.81","2924.49","2704.04","4079.76","3271.95","5252.53","4138.7","4997.96","2327.67","2696.8","5068.81","2668.88","4448.77","1785.92","3876.18","4064.97","2751.73","3118.17","4727.1","3480.2","2576.4","1837.95","1843.01","1638.38","2103.39","1339.94","3260.66","1970.33","2030.76","2436.65","4928.46","2052.82","2376.22","2353.35","3283.76"
"Q9H6Z4","2888.43","2374.29","2553.95","2058.93","1861.58","3829.03","1829.98","938.136","3454.43","1801.99","1609","2296.03","2669.1","2650.42","3078.23","3268.37","2402.41","2126.62","2059.37","3127.58","2583.89","2361.58","3026.62","1623.42","2121.59","2721.62","2253.88","1904.79","1568.21","2285.71","2705.03","2349.14","1692.65","2250.5","3672.04","3443.25","1325.61","3400.18","1550.83","2311.89","2967.24","2929.47"
"Q9H773","1830","1080.04","1625.59",NA,NA,"1207.83","1155.66",NA,"1413.61",NA,"1010.02","1365.58",NA,"1450.25",NA,"1646.82","1963.06",NA,"1048.33",NA,"1674.35",NA,"802.445",NA,"1202.51",NA,"1285.88",NA,"1825.29","2964.16","1508.9","1654.3",NA,"1701.67",NA,NA,"1448.5",NA,NA,NA,"1439.68","1899.27"
"Q9H788","4070.8","2751.45","2536.83","2260.29","2518.01","3693.98","2378.66","1974.47","2776.53","2552.83","2441.03","2166.78","2652.41","2292.52","2970.44","3325.36","2715.95","3239.86","2520.33","4994.64","2846","4491.15","3758.26","2808.28","2884.71","4709.01","3262.88","2153.9","2222.33","1770.4","1897.06","2418.9","3799.91","2943.55","3128.07","2651.58","1745.4","3239.07","1826.26","2879.05","5107.09","2745.52"
"Q9H792","888.906","624.223","1138.35","725.726","663.793","1726.18","295.706","687.862","837.444","916.138","906.16","756.778","805.398","1068.62","1120.25","1105.24","625.634",NA,"414.698","1072.45","988.146","961.977","1300.65","1098.11","679.527","726.618","1492.21",NA,"687.817","746.338","1882.01","969.809","789.725","1067.57","1077.77",NA,"942.601","725.877","701.61","760.847","1127.04","1244.34"
"Q9H7B2","12496.7","5906.27","9651.49","8097.49","11595.7","9380.59","11000.2","10756.4","10531.4","9709.42","11905.7","8941.06","9022.71","10320.3","11180.3","11014.9","7562.46","12207.8","13969","11611.5","11424","8377.28","9758.65","10890.7","6413.32","7681.49","5635.28","9727.46","5085.99","6735.55","4031.46","9436.5","13550.9","9640.25","10346.6","6354.41","5468.63","7429.47","9870.1","14701.3","7830.07","7493.23"
"Q9H7C4","3185.08","1799.81","3208.98","2544.87","1991.8","2890.43","1861.64","2286.23","3441.76","1559.95","1827.12","446.866","1837.5","2146.7","2748.4","4046.73","2035.3","2978.74","1255.78","2468.09","2530.61","1880.62","2310.39","1743.12","1998.38","1797.61","4458.17","1746.13","2881.33","3023.55","4422.61","2668.17","2983.11","1776.78","2747.48","2507.77","1547.48","1224.05","2115.74","2644.65","2710.77","2924.18"
"Q9H7C9","5109.19","4101.19","3722.38","2713.79","3789.52","4494.85","2185.38","3076.14","3230.47","2676.42","3494.19","4656.41","4006.44","2701.42","3280.5","2896.98","5556.54","5150.31","2304.59","3190.42","3258.04","5920.92","4780.39","5056.83","6446.4","5171.26","3814.38","6024.53","3838.33","4127.93","4872.3","5914.52","4474.43","5572.31","4901.72","4124.77","6567.49","5510.68","2713.4","2491.95","3483.03","3433.4"
"Q9H7D0","2129.75","5122.89","2503.37","2054.7","2035.9","2561.16","1955.08","1297.1","2308.88","4319.66","4544.9","3263.71","4973.45","3233.22","2314.03","2289.31","3135.53","2948.46","1409.55","3664.26","1534.92","4283.36","3389","3017.5","2575.5","2477.88","3530.85","4903.41","3969.81","4897.1","4756.1","2661.93","2073.38","3959.39","3128.58","1538.66","3756.73","5359.52","3843.71","3014.77","3677.41","1211.76"
"Q9H7D7","1022.47","1449.89","915.633","825.919","1219.32","1321.47","1245.33","895.654","1185.1","1520.36","1481.82","1663.15","1411.21","1678.09","1851.97","435.333","1568.3","2764.85","549.237","1290.36","1038.17","1491.19","1310.75","1259.38","975.417","1786.63","1432.25","1809.44","1295.08","2267.47","1192.06","1048.73","1227.07","1102.82","880.913","1264.45","1688","1624.88","1352.46","794.654","1782.6","907.148"
"Q9H7E9","398.911",NA,NA,NA,NA,NA,NA,NA,NA,"528.757",NA,NA,NA,"790.197",NA,NA,NA,"410.166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"751.055",NA
"Q9H7F0","3172.68","1987.21","4841.96","1845.79","1392.66","4446.9","1648.18","1687.84","3951.33","2010.11","3491.82","1924.15","9060.46","5948.61","4879.22","3141.61","1627.63","5841.47","2067.55","6589.42","1599.33","6231.8","7569.95","2873.36","4146.69","5498.29","2123.27","2668.07","1929.97","1361.42","2201.54","2884.64","1462.35","2106.62","3525.64","2867.02","3070.83","6509.44","2893.85","4310.62","2295.51","2873.75"
"Q9H7Z7","2524.22","2224.54","2563.81","2917.22","6495.7","3748.51","4606.78","4819.04","2727.94","2529.26","2917.01","2933.3","2325.43","2408.69","3249.24","4220.5","3832.25","2075.7","3589.32","2635.82","4747.72","2213.6","2669.77","4597.11","2331.84","2604.61","2538.16","2326.81","1992.79","2246.57","2107.68","3127.41","5719.64","3334.07","2960.52","2173.06","1943.71","2632.39","1276.34","2301.57","2605.54","4146.37"
"Q9H814","694.375","2292.9","1145.47",NA,NA,NA,NA,"748.211","1271.11","2385.54",NA,"1470.21",NA,"1673.68",NA,NA,"2929.51",NA,NA,"789.432",NA,"2028.01",NA,NA,NA,"1738.44","3310.04","1646.42","3102.65","2273.05",NA,"1523.98",NA,"1169.05","1739.61","1563.39",NA,NA,"1803.1",NA,"1654.31",NA
"Q9H832","5025.08","4606.63","5052.79","3002.19","3265.15","2662.78","3463.14","1780.7","4358.91","3817.92","3060.78","4227.65","4866.9","4064.81","3292.59","2426.27","4278.41","6963.02","2998.94","2872.49","3874.47","5221.85","3173.02","2292.04","5262.48","2797.18","4710.32","2851.04","3852.73","4526.41","6652.54","4583.19","3070.89","5655.83","5958.67","4491.74","5873.02","4261.02","4092.52","3814.18","3877.26","4107.39"
"Q9H845","4951.35","7528.07","5203.69","6274.02","8475.22","6026.03","5500.26","7499.91","5863.5","5184.37","8180.3","7438.22","6079.77","5029.03","5243.87","4952.76","7999.22","6625.98","6023.87","7560.87","4415.46","5899.38","7659.92","6613.23","8354.33","7908.61","8186.53","8492.03","5025.51","4792.96","6638.14","4926.14","8126.65","6459.84","7402.75","4464.78","6005.77","7938.58","4511.79","5562.85","4750.67","6038.06"
"Q9H857","2449.27","2999.75","2118.25","2525.49","3138.6","2630.34","2239.43","2278.93","3005.08","3628.82","3917.19","5147.1","4259.49","4077.21","4234.84","2992.76","3457.53","4327.97","2019.11","3316.62","1427.54","3334.37","4185.36","3160.22","2836.35","3396.22","3905.12","4777.04","3570.77","5282.41","3714.27","2010.94","2648.64","4041.31","2449.61","1580.64","3168.24","3413.13","4765.96","2554.37","4989.54","1734.71"
"Q9H871","977.971","1681.51","850.216","716.621","1305.57","1089.5","453.599","449.997","901.369","1866.58","1829.33","2183","1747.1","1199.75","1325.15","586.567","2367.44","2315.22","842.026","1469.74","901.92","1245.03","1987.7","1152.89","955.324","1767.28","2652.73","1615.4","2144.33","2100.67","2333.57","328.181","848.09","2212.83","967.002","702.379","2330.94","1846.7","2249.97","531.774","1492.73","1164.05"
"Q9H8H0",NA,"409.587","280.052","322.583","371.709",NA,NA,NA,NA,NA,NA,"457.448","483.52","525.723",NA,NA,NA,"146.326",NA,NA,"668.403","1189.89","801.926","628.692","1015.64","1060.28","800.228","963.206","782.022","729.003","475.184","584.528","673.818","692.125","809.441","549.47","473.837","870.575","1219.39","699.392","652.036",NA
"Q9H8H3","4129.54","10247.7","4058.62","16354.6","28948.6","5686.19","12308","26254.7","7013.3","17113.6","28638.3","31206","6536.63","5447.68","5854.32","3706.28","33097.3","5810.69","38214.1","6480.18","17387.2","4693.02","6981.94","28750.9","12039.2","10415.3","37380.3","35801.6","16898.9","19987.2","12204.5","5962.58","26126.7","19216.8","5432.28","5931.68","14340.7","9932.67","10555.6","6314.51","7934.55","7942.11"
"Q9H8M1","1473.3",NA,"1546.72",NA,"1460.55","397.59",NA,"421.733","1390.42",NA,NA,"1383.39",NA,NA,"1131.97",NA,NA,"1375.62",NA,NA,"1598.61","1187.82","973.827",NA,"692.571","1461.02",NA,"843.786","339.689",NA,NA,"470.378",NA,"468.83",NA,NA,"412.297","835.764",NA,"767.405","853.007",NA
"Q9H8M7",NA,"382.816",NA,"807.398","612.375",NA,"1018.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,"348.94","542.56","1249.95",NA,"802.213","407.448",NA,NA,NA,NA,"931.567","566.456","986.199","973.715","994.593",NA,"614.838","654.321",NA,NA,"999.465",NA,"443.302",NA,NA,NA
"Q9H8P0","1273.95","621.7","524.611","567.55","418.88","308.845","758.475","966.697","1275.69","984.063","147.069","698.402","502.032","904.053","1170.43","525.636","1132.36","1499.61","325.08","376.255","235.638","666.979","980.59","331.858","834.721","883.855","856.828","718.402","1326.37",NA,"1110.05","254.719","622.702","785.485","559.559",NA,"1898.63","674.727","2064.75","1115.83","879.274","886.536"
"Q9H8T0",NA,"348.07","205.793",NA,NA,NA,NA,NA,"325.366",NA,NA,NA,"127.813","244.834","162.455",NA,NA,"293.968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"251.887","326.5","199.618",NA,"248.174",NA,NA,NA,NA,"151.626","407.067",NA,"299.411",NA
"Q9H8Y8","20297","17527.7","23973.5","18795.6","18060.1","18401.5","12414.4","18210.2","26482.3","14817.6","19642.3","15135.1","22973.9","17920.6","18614.8","14876.4","16902.2","16415","13166.6","18329.5","19486.9","20939","20130.1","20347.1","19611.3","19922.8","26580.3","13876.6","15416.4","13215.8","16495.5","22349.7","17128.9","20846.9","19304.8","22425.7","14004.2","15749.7","15820.6","14104.1","19075.7","20172.1"
"Q9H910","6459.78","3343.14","4798.49","3948.76","2231.37","2026.92","3197.71","2135.15","3482.15","2351.85","2039.68","2001.46","2391.65","2760.95","3206.51","4747.47","1465.58","968.503","3527.81","2755.59","4188.39","3310.48","3538.31","3912.48","3101.75","3009.83","1405.54","2276.58","1126.77","1977.79","1259.25","4156.8","3465.51",NA,"5195.29","5057.63","881.465","3427.81","1591.54","3942.02","3041.06","4082.08"
"Q9H920","9515.93","9368.54","9708.71","2809.49",NA,"6286.05",NA,NA,"8950.34","11691.7","6798.66","4686.84","6983.87","13012.9","9067.64","3505.55","6952.15","8632.83",NA,"8536.97","2546.02","5896.68","11356.4","3329.87","6178.68","4679.89","5020.21","5054.09","12462.6","11702.9","9165.78","3285.79","2876.34","5040.61","6205.34",NA,"12749.6","5427.69","13693.8","1256.85","6521.13","5827.53"
"Q9H936","1318.86","979.388","703.172","1299.71","1892.6","1186.51","1042.85","1268.17","1824.21","1224.51","1103.43","1358.5","948.385","2040.92","1292.38","1988.84","1317.78","1321.43","1166.53","1524.57","1440.53","1042","1018.6","1562.65","1547.84","1491.48","1192.1","1120.26","959.735","678.401","779.631","1667.34","1365.27","841.172","1584","1433.38","456.016","1373.96","895.747","1816.63","717.572","2365.38"
"Q9H944",NA,NA,NA,"956.739","542.553",NA,NA,NA,NA,"1684.85","700.182",NA,NA,"2826.6",NA,NA,"2570.51","800.446",NA,"2076.15",NA,"350.045",NA,NA,"1118.9","915.601",NA,NA,"1170.74","842.97",NA,"1657.74",NA,NA,NA,NA,"3737.39","1045.35",NA,NA,NA,NA
"Q9H993","5368.94","6998.59","6223.75","5290.91","4222.51","6780.61","3829.79","5495.37","4649.14","4679.12","5589.1","5663.19","5276.83","5181.16","4196.59","5592.52","6430.12","5544.34","4483.78","6578.89","4812.05","7264.01","6212.73","7452.25","5417.88","5064.78","5444.91","7137.68","5332.45","8893.19","6390.49","5806.31","5909.58","5007.77","6988.04","6613.94","6633.68","6410.4","5474.02","6273.44","5627.8","4745.76"
"Q9H9A6","2445.86","1735.2","3349.3","2771.58","2626.07","2569.37","2856.67","3912.77","3258.48","3359.74","3423","2892.43","3275.66","2698.61","2759.72","4180.69","2800.42","1418.22","2202.87","3634.25","2931.58","3264.54","3203.33","2683.51","2871.36","3834.92","3907.06","2490.2","1757.47","2391.84","2277.51","3558.41","3447.14","3360.16","1920.34","4681.74","1636.73","3080.06","2391.24","5011.58","2785.09","3948.91"
"Q9H9B4","9513.16","7494.04","8225.32","11610.6","15832.3","8899.4","12951","15022.3","10083.8","6256.27","8736.54","8291.91","7423.92","6870.81","7340.91","9691.03","5830.83","5305.57","13612.5","9287.84","10829.7","9297.33","11197.7","13508.3","10461.9","10037.3","5767.52","8655.93","5030.17","4282.77","5107.93","7999.27","11061.6","7634.08","8381.71","9211.35","4818.59","8502.85","3983.5","9145.97","7470.45","8411.6"
"Q9H9C1","1530.08","2016.89","1736","1605.28","1580.79","1677.75","999.59","1947.99","1650.59","1384.19","1765.88","2247.49","3068.75","1299.43","1247.71","1760.77","1314.29","2984.14","1831.69","1800.02","865.517","2036.58","1865.25","1831.61","1859.35","1914.04","2042.65","1447.57","1367.01","1571.99","2435.48","898.178",NA,"1994.68","1036.01","1751.38","1351.75","1831.43","1902.13","1705.62","1722.8","1471.08"
"Q9H9E3","1118.47","1123.13","1610.6",NA,NA,"941.655","1226.98",NA,"990.476","637.271","1287.4","1160.08","2259.28","1765.02","1066.68","675.24","1930.96","990.952","1298.94","2046.51","1034.92","890.404","1658.66","1109.89","2795.46","816.137","1082.76","1277.34","1030.75","1349.18","983.115","1356.39","1611.79","1365.34","1282.92",NA,"1200.5","2168.25","791.946","1958.19","1671.79","1325.67"
"Q9H9H4","2930.1","1290.23","2666.31","2874.42","3268.77","1357.78","2273.19","1950.1","2519.47","1423.91","1764.65","1944.05","1802.18","1167.71","1837.12","2063.83","1469.46","867.076","2061.87","1883.38","2501.95","1106.76","1572.17","2490.73","3443.85","1090.62","1126.8","1064.25","990.606","597.598","824.358","2128.91","2558.02","552.017","2775.32","1515.58","832.433","1223.14","797.123","1148.57","1794.38","3187.16"
"Q9H9J2","3067.87","2663.65","2039.74","2250.21","3357.66","3849.13","1244.32","1770.24","2879.39","3044.39","2787.25","3156.57","2966.18","2939.98","3301.28","2246.29","3035.52","2145.21","1477.07","2793.8","2712.24","3271.67","4264.72","2890.99","3319.88","3949.68","3318.14","3456.84","2068.29","2058.23","3360.3","1863.73","3510.34","3249.63","3849.44","2025.25","2502.86","3161.58","2516.1","1149.28","3298.53","2894.92"
"Q9H9Q2","2746.36","1946.35","3887.8","2941.08","2268","2772.49","2564.62","2411.71","3220.4","2605.09","1763.88","3582.38","3639.16","3595.18","2833.28","3004.49","2248.83","3301.14","2209.64","3809.07","1518.6","2989.05","2472.95","3240.21","3718.35","2976.15","4582.58","2770.84","2312.08","2832.38","3549.72","2041.37","2328.27","3435.72","2510.17","2460.43","2655.18","2113.44","2710.95","2865.16","3162.25","3250.11"
"Q9H9Q4",NA,"222.084",NA,NA,NA,NA,NA,NA,NA,NA,NA,"112.302",NA,NA,NA,NA,NA,"219.857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"204.787",NA,NA,NA,NA,NA,NA,"159.165",NA,"182.133",NA,NA,NA
"Q9H9S4","6350.37","6228.11","7750.75","8541.9","10501.7","10018.4","8377.56","11758","6266.99","4509.32","9304.45","7749.19","11886.5","8118.78","5832.68","6225.63","7118.37","9647.39","8542.53","8542.17","9816.41","9249.4","7416.68","10281.3","9290.69","9916.43","7863.73","6459.98","5613.43","7367.64","9926.69","8815.27","12791.3","9816.32","9853.24","4188.02","8097.58","10313.1","7110.9","8309.64","10236.4","9187.61"
"Q9H9S5",NA,"310.891",NA,NA,NA,NA,NA,NA,"478.482",NA,NA,NA,NA,"701.21",NA,NA,NA,"508.53",NA,NA,NA,NA,NA,"539.245",NA,"700.851","299.53",NA,"393.831","364.499",NA,NA,NA,"327.23",NA,NA,NA,"442.484",NA,"350.271",NA,NA
"Q9H9T3","469.061","705.342","408.368",NA,"191.234","393.298","204.76",NA,NA,NA,"260.417",NA,"562.536","589.354","627.106",NA,"430.801","849.51",NA,"539.74",NA,"512.253","567.033","179.591","248.1","969.727","1431.31","619.612","757.497","542.496","1225.08",NA,"245.595","1073.05","1031.72",NA,"939.559","532.075","1378.24",NA,"877.372",NA
"Q9H9Y2","1098.18",NA,"933.879",NA,"961.294","1061.71","434.575","324.425","960.767","1367.27",NA,"1322.83",NA,"929.415","887.689","1099.81","769.27","1219.66","521.37","1047.05","957.295","911.646","1046.41","1049.1","550.84","895.425","1445.85","1698.52","776.397","1199.74","1117.09","721.64","698.216","1120.95","1437.14",NA,"635.308",NA,"1203.94","538.011","1091.32","744.03"
"Q9HA64","3481.99","5014.5","3652.03","4409.25","3239.95","5600.07","2178.63","2875.44","3910.5","8003.1","6417.89","5466.35","5995.76","3622.15","5094.66","2660.07","4656.14","2442.27","2946.95","4020.81","2831.91","4769.51","1964.06","3310.12","4282.11","4834.84","5278.42","4384.92","5483.12","5414.93","3839.98","3328.46","3959.46","4550.57","3229.57","2822.2","4547.71","3903.01","3489.29","2283.3","3642.71","3558.59"
"Q9HA65","2034.64","1465.93","1657.97","2604.22","1982.04","795.165","1708.29","2373.18","1424.5","1059.52","851.575","1041.01","1551.09","1279.31","984.638","1915.94","606.285","1232.73","2517.07",NA,"1903.29","2294.48","835.962","1596.36","2139.86","899.12","1450.87","1571.33","1687.34","827.43","2099.4","2117.73","1548.65","1669.9","1588.86","2103.55","1104.25","772.239","1490.59","2581.38","1250.02","2423.88"
"Q9HA72","1336.34","2536.83",NA,NA,NA,"3641.17",NA,NA,"1214.38","3355.79","1931.63","1930.53","4482.72","3507.19","3089.54","543.405","4277.03","4341.41",NA,"3494.43",NA,"2446.65","3430.95","736.863","1611.11","2733.14","1662.91","1722.1","2632.54","3610.33",NA,"599.897","4103.44","2945.79","2589.37",NA,"2205.24","3132.55","6379.17",NA,"2601.95",NA
