"Protein.Ids","ALM6","ALM7","ALM8","ALM9","ALM10","ALM11","ALM12","ALM13","ALM14","ALM15","ALM16","ALM17","ALM18","ALM19","ALM20","ALM21","ALM22","ALM23","ALM24","ALM25","ALM26","ALM27","ALM28","ALM29","ALM30","ALM31","ALM32","ALM33","ALM34","ALM35","ALM36","ALM37","ALM38","ALM39","ALM40","ALM41","ALM42","ALM43","ALM44","ALM45","ALM46","ALM47"
"P0DP23","114816","89502.9","100465","76517.9","63794.1","76243.2","58325.9","67956.2","77415.1","82909.4","60602.5","69891.5","71755.1","97990.3","104802","74370","75372.8","49892.5","87934.4","75836","72843.1","59816.8","70434.3","58496.8","77942.4","56328","40504.4","58895.3","50963.1","43000","61387.7","83827.3","73767.5","53933.2","67564.9","70954.4","70437.5","47071.7","43631.6","57734.3","97129.4","84242.7"
"P10109","485.659",NA,"497.529",NA,"1055.53","382.141","839.798","914.72","977.555","442.918",NA,NA,"236.769","639.9",NA,"469.598",NA,"601.334","342.535","279.008","1861.47","658.847",NA,"605.698",NA,"730.436","206.966",NA,NA,"544.148",NA,"999.706","790.445","287.978","965.433",NA,"662.985","667.69","324.14","759.424",NA,"355.848"
"P10114","1028.19","2576.25","1363.96","1511.39","3343.13","1504.23","1218.9","576.974",NA,"2380.43","1938.64","1875.29","1221.52","1408.82","1267.99","1376.48","1830.71","594.527","1712.28","1544.63","1317.9","1949.04","1127.58","1615.14","820.626","1723.6","2620.62","2648.25","1028.87","1140.13","899.462","718.226","1814.84","1858.73","1171.9",NA,"2161.36","1523.1","2802.98","571.981","896.843","596.141"
"P10155","7643.4","10836.4","8765.34","9414.17","12038.1","11909.2","7837.79","13555.8","10026","10886","14441.2","18599.6","12131.1","9519.43","11208.4","7288.19","15441.8","13593.3","9692.14","10537.3","6516.67","11315.8","8578.58","10229.7","7939.94","8807.64","11318.3","11923.3","8562.29","7604.01","9836.54","4878.94","8194.94","11764.9","7674.5","5170.19","8683.13","11476.4","11455.7","7227.67","9243.29","8119.1"
"P10253","39073.8","44230.8","20411.6","19924.2","24043.5","27277.6","12746","27469.5","31597.3","47849.6","36655.2","28042.2","36573.3","38671.5","33202.7","14369.2","45633.9","35666.7","29125.3","39339.8","25781.4","22678.9","42263.6","40693.4","43273","35448.4","34141","49474.5","35477","26843.7","22288","27528.5","33548","22028.3","17334.1","15890.6","36612.1","32790.6","15888.3","12433.3","37697.5","29092"
"P10301","13211.4","18015.7","19653.3","12190.2","14986.1","14241.9","11046.4","19720.9","15709.6","19569.2","19063.5","18260.8","19735.5","21204","15597.7","11871.9","18751.4","14832.2","17251.5","16699.7","11629.8","20309.5","16647","15470","17701.5","16709.9","18927.5","19889.9","13397","8806.36","20180.2","16144.3","15944.4","20195.6","12810.5","11828.2","22446.5","23609.6","15022.3","11916.2","13860.6","9092.49"
"P10321","13339.1","15441.4","16109.6","4385.33","6259.37","8745.04","1247.44","2938.82","7608.34","3323.41","7308.5","7857.99","14165.7","5923.94","15428.2",NA,"6988.28","9152.51",NA,"4827.35","2277.86","7702.61","11575.7","7492.24","24176.8","20064.1","12115","12273.5","8550.88","7781.62","8932.88","8472.77","10865.7","6006.01","9009.06","6304.79","14442.6","21048.3","5710.97","15343.4","13329.9","21558.7"
"P10398","2084.88","1506.27","2335.81","2213.2","1764.29","2032.45","1704.35","3315.08","2408.19","1919.93","1885.95","2602.66","1805.47","1367.31","1720.79","1755.6","1532.46","1502.47","1181.5","1843.18","2241.17","1826.02","1993.2","3169.95","2436.36","1640.1","2734.1","2883.39","1613.47","1713.93","2853.85","1716.34","2032.88","2367.47","2149.95","1372.68","1844.1","1878.43","2737.3","1725.41","2287.2","1644.83"
"P10412","54578.8","20858","58856.4","32174.9","47762.3","55724.4","36528.5","41330.2","66006.3","44770.9","54976.1","48582.3","31837.7","61740.7","66045.7","49955.4","52174.5","51969.5","53798.4","48296.1","50343.2","39061.7","37177.7","25665.8","32440.1","61488.1","48485.7","36563.7","60220.9","34893.4","31144.1","38455.5","33410.2","34101.5","52636.1","38759.5","47536.3","37823.9","134235","56775.7","56413.9","52086.5"
"P10451","846.643","208.99","4156.1","2312.24","2095.48","1209.62","3041.73","1702.44",NA,"380.523","881.26","1146.92","8431.43","1298.3","732.129","1851.14","516.391","410.265","2761.74","1245","2011.22","1339.82",NA,"2803.35","8600.42","4977.47","735.923","800.348",NA,NA,"799.532","2968.54","2338.78",NA,NA,NA,"320.584","1502.42",NA,NA,NA,NA
"P10515","10641","6369.35","7567.03","9105.34","12731.8","14474.9","13792.9","11436.5","10664.7","7267.89","8740.92","8620.33","9168","7768.53","11027.1","10390.5","6550.24","4991.41","11219","10749.1","13965","7477.73","8236.34","12395.5","11884.1","8470.17","7084.05","7095.81","3985.54","4655.92","5924.08","11285.9","10187.9","10034.5","8657.08","9873.11","5385.21","7411.1","5122.07","9981.85","6766.46","13646.3"
"P10606","48092.9","27353.9","39723.4","16513.2","56518.8","14080.4","20538.1","26922.6","61313.7","44898.7","10637.9","17823.3","19408.5","47156.3","43145","33460","43385","28344.8","32303.8","25450.6","31535.6","17817.2","58310.1","29108.4","41327.9","36559.6","33731.5","27042.2","65473.7","60382.6","37657.4","31984.6","30352.6","32003.5","44734.6","26825.3","47563.6","14504.7","55932.6","20272.1","43670.7","42859.1"
"P10619","16282.9","16572","12833.5","13154.5","10830.6","15932.4","12289.6","12942.4","14048.3","12865.4","14959.5","16092.1","8734.93","15254.7","15078.8","13760.1","20802.9","13729.5","13306.6","15755.3","17910.9","15501.7","14874.6","23201.3","17672.6","25071.3","17195.1","19308.7","16110.8","16576.1","14936","14612.7","19627.5","16480.3","16523.3","18487","18998.6","24996","12559.9","13145.9","19027.3","24338.5"
"P10620","11576.3","21873.7","13230.2","19597.8","24931.5","4685.16","18973.4","32619","10400.5","20817.7","13993.1","16962.5","7907.68","11677.4","12650.3","4520.08","21193.5","16543.4","15711","10690","13512.6","8193.29","10985.3","24692.8","13404.9","18049.9","26291.2","21731.3","27674.7","14648.7","20526.3","8641.65","19062.2","17286.5","11202.6","4807.55","12679.6","15883.4","14872.2","12804.8","16483.1","13849.9"
"P10644","81783.1","65077.9","85514.4","58982.4","62725.6","70429.9","39926.7","69869","87131.7","67717.3","65866.5","60590.4","78288.7","75512.6","80396.2","73032.4","84870.4","65371.3","57861","81942.9","56047.1","58573.2","78297.6","71334.5","92786.8","72351.8","69936.5","63451","64853.2","69974.5","81241","56849.1","66049.5","49235.8","69938.6","51470.1","85596.2","70123.9","42427.8","52976.6","73273.2","84014"
"P10646","184.066","1204.53","454.055","66.749","1331.81",NA,"193.673","356.268","604.409","981.271","1453.66","2265.25","155.604","425.033","640.112",NA,"5573.73","2386.88","387.28","408.319","395.633","730.265","378.524","614.561","271.042","841.808","1861.05","1317.9","2658.11","1996.99","784.863","98.4948","358.763","1178.05",NA,NA,"876.665","580.302","954.738",NA,"291.606",NA
"P10768","46309.8","34125.3","42771.1","54850.8","58464.6","39817.3","55086.6","65325.7","49026.4","39278.9","36021.3","42342.5","36575.8","34307.1","36327.7","50595.8","35721.6","27045.5","58065.8","36461.7","49318.5","32342.6","37404.5","51344.4","54910.8","40898","25788.1","37374.7","20147","24849.5","24038.1","39826","51593.4","27465.3","41981.8","46153.7","19831","37155.5","13419.1","39350.6","39724.2","46886.8"
"P10809","115556","92875.1","112792","106757","139252","132605","104645","120314","154853","118694","94545.2","104137","99895.2","135921","142560","120488","125279","84080.4","104769","120423","140438","93928.9","121182","113112","140804","103505","89076.4","88189.2","85839","75616.6","78585.8","100163","116687","92391","114146","90016.7","82689.1","84864.4","90652.4","71676.7","103071","115292"
"P10909","4537.6","957.262","6960.42","1843.24","6232.69","7757.74","1632.64","2946.75","9723.46","2171.58","2744.75","2529.34","4267.64","6579.42","5869.64","5767.46","3987.35","3450.79","6029.39","5415.95","3011.58","3885.96","4649.66","2358.15","15457.5","7566.77","1730.24","3429.72","2151.62","832.629","1204.13","7043.54","2786.91","1580.34","3666.6","7371.3","2955.64","4199.71","2051.83","6106.17","3656.95","11699.3"
"P10915","10656","13588.8","5630.4","7527.8","7280.17","10060.3","4742.31","5651.45","5619.89","8246.19","8747.99","6228.16","8086.17","8473.29","2402","10435.3","7992.12","5088.97","8958.19","5709.14","5248.37","4498.4","6851.71","5226.73","4715.59","2454.94","8286.52","7315.92","3931.9","14841.2","8869.54","9732.62","14900.8","3376.05","6355.45","2377.28","8430.98","10536.2","5672.51","5637.86","15034.8","3727.39"
"P11021","134573","91267.9","146019","102492","97538.1","117467","116478","110472","153933","95364.4","79941.2","83059.5","102178","123653","105240","140493","98276","78439.4","115868","99487.5","94728.2","93079.8","106471","96610.8","133744","93522.1","76508.5","83504.2","95291","62200.6","78041.5","134441","95512.7","77700.5","122494","111357","85160","83060","88384.4","104306","132872","135705"
"P11047","12121.3","5691.65","10365.2","3980.22","6031.89","13749","3881.25","6628.8","17776.2","8179.96","12202.4","8388.74","16351.3","14970.3","14275.4","11492.1","14476.7","10916.4","7187.89","13139.8","4465.85","12669.9","13135.8","5077.84","17941","15425.6","15334.4","9162.25","10462.8","5697.2","7460.34","10443.5","3904.32","8757.84","15113.4","10169.9","11815.6","13043.9","20848.1","13647.4","10586.1","16910.2"
"P11117","21514.8","29317.6","15891.2","24241.5","20272.4","16802.1","15885","9352.56","7410.65","18732.3","32020.5","25430.5","20642.6","12404.4","14202.4","16964.8","23447.5","14077.6","24229.8","19873.6","19715.7","27119.7","20420.1","26271.2","16038.4","17682.5","19966.7","20648.3","16343.9","11851.6","15853.1","14734.5","24458.8","20179.1","13669.9","13837.1","17099.4","16287.6","11754.2","14759.3","15671.4","16956.5"
"P11137","2221.55","3090.28","1545.33","3280.64","6789.54","2365.77","5642.23","9062.19","3732.14","7154.47","5440.63","4072.48","1596.07","2811.81","2661.83","2698.93","3482.01","1411.13","6701.85","2611.03","1735.96","1066","2385.28","5495.49","2545.17","1940.57","3586.26","2813.31","4949.44","4523.92","1763.1","3148.88","7230.89","3648.78","1888.65","1335.26","3893.89","2462.97","2954.4","1478.9","2564.53","2979.2"
"P11142","157983","132210","184857","131498","110976","123399","127484","121867","196790","111963","93246","77236.7","94453.2","146885","128495","180640","132962","101623","119451","121553","115556","107367","129139","116848","197426","115502","93469.1","103847","121869","96293.7","105896","164892","133825","111474","148457","116059","125790","112482","109460","136871","156820","166943"
"P11166","9247.65","18160.1","16937.8","21101","8098.27","13185.8","15635.5","7966.99","5213.37","7176.15","8272.68","6427.04","14908.7","12205.9","7482.74","8627.55","5903.2","9753.16","11057.4","10504.9","8005.79","19006.3","11007.4","8847.95","6117.07","10822.5","7033.15","6088.2","5327.67","9711.68","6586.27","6465.29","6525.65","8672.45","8318.6","8462.58","13197.5","13272.9","8087.83","15760.5","10412","6373.68"
"P11169","3053.34","2091.31","4188.01","3551.99","2288.56","3442.04","2302.58","2341.13","2321.45","1377.67","1957.94","2026.93","2548.42","4234.75","2729.46","3860.53","1115.51","2034.62","2147.62","3486.15","3706.84","3206.22","3559.82","2754.24","2583.29","2712.87","950.04","2138.99","1117.48","1906.93","2056.13","1434.12","2695.73","2577.42","3017.27","3395.6","2002.77","2689.76",NA,"4852.9","2349.57","2393.95"
